doc,clean,tokens,prediction,ground_truth
"It should show in there tests idk how you got away with that one but also maybe they're only testing for the big 5(Meth, Coke, Opiates, Pot, and PCP) Idk why a 5 panel drug test includes PCP instead of Benzos but its a nice loophole I've always use to my advantage if I know the people testing me are gonna use a 5 panel. Thats what I got tested with at most of my jobs and actually one Court ordered drug class you can also use hallucigens without being caught that was my main go to during those times some good mushrooms and a few xanz for the come down(:",should show in there tests idk how got away with one but also maybe are only testing for the big 5meth coke opiates pot and pcp idk why a 5 panel drug test includes pcp instead of benzos but a nice loophole have always use to advantage if know the people testing are going to use a 5 panel thats got tested with at most of jobs and actually one court ordered drug class can also use hallucigens without being caught was main go to during times some good mushrooms and a few xanz for the come down,"['should', 'show', 'in', 'there', 'tests', 'idk', 'how', 'got', 'away', 'with', 'one', 'but', 'also', 'maybe', 'are', 'only', 'testing', 'for', 'the', 'big', '5meth', 'coke', 'opiates', 'pot', 'and', 'pcp', 'idk', 'why', 'a', '5', 'panel', 'drug', 'test', 'includes', 'pcp', 'instead', 'of', 'benzos', 'but', 'a', 'nice', 'loophole', 'have', 'always', 'use', 'to', 'advantage', 'if', 'know', 'the', 'people', 'testing', 'are', 'going', 'to', 'use', 'a', '5', 'panel', 'thats', 'got', 'tested', 'with', 'at', 'most', 'of', 'jobs', 'and', 'actually', 'one', 'court', 'ordered', 'drug', 'class', 'can', 'also', 'use', 'hallucigens', 'without', 'being', 'caught', 'was', 'main', 'go', 'to', 'during', 'times', 'some', 'good', 'mushrooms', 'and', 'a', 'few', 'xanz', 'for', 'the', 'come', 'down']",1,1
"Not an easy thing to talk about. I gave up 11years for some pills. I blamed it on a spinal fusion,  but it was me. It could have been worse, I could be back on the streets running amuck in dope.",not an easy thing to talk about gave up 11years for some pills blamed on a spinal fusion but was could have been worse could be back on the streets running amuck in dope,"['not', 'an', 'easy', 'thing', 'to', 'talk', 'about', 'gave', 'up', '11years', 'for', 'some', 'pills', 'blamed', 'on', 'a', 'spinal', 'fusion', 'but', 'was', 'could', 'have', 'been', 'worse', 'could', 'be', 'back', 'on', 'the', 'streets', 'running', 'amuck', 'in', 'dope']",1,1
I appreciate it a lot. Im 19 been addicted for about a year &amp; as for body fat im about as skinny and frail as it gets. Only 130 pounds too.,appreciate a lot im 19 been addicted for about a year amp as for body fat im about as skinny and frail as gets only 130 pounds too,"['appreciate', 'a', 'lot', 'im', '19', 'been', 'addicted', 'for', 'about', 'a', 'year', 'amp', 'as', 'for', 'body', 'fat', 'im', 'about', 'as', 'skinny', 'and', 'frail', 'as', 'gets', 'only', '130', 'pounds', 'too']",2,2
I think so. It made mine way worse and gave me anxiety.  I took hylands restful legs pm . 8f it was really bad I wrapped ace bandages around my wrists and ankles. As tight as I could without cutting off circulation. Compression is good for rls.,think so made mine way worse and gave anxiety took hylands restful legs pm 8f was really bad wrapped ace bandages around wrists and ankles as tight as could without cutting off circulation compression is good for rls,"['think', 'so', 'made', 'mine', 'way', 'worse', 'and', 'gave', 'anxiety', 'took', 'hylands', 'restful', 'legs', 'pm', '8f', 'was', 'really', 'bad', 'wrapped', 'ace', 'bandages', 'around', 'wrists', 'and', 'ankles', 'as', 'tight', 'as', 'could', 'without', 'cutting', 'off', 'circulation', 'compression', 'is', 'good', 'for', 'rls']",1,1
It takes 1 stressful day or something for me to just jump back on it and I hate that. I’ve got no will power. What mental part? What goes through your mild? U start missing the high?,takes 1 stressful day or something for to just jump back on and hate ive got no will power mental part goes through mild u start missing the high,"['takes', '1', 'stressful', 'day', 'or', 'something', 'for', 'to', 'just', 'jump', 'back', 'on', 'and', 'hate', 'ive', 'got', 'no', 'will', 'power', 'mental', 'part', 'goes', 'through', 'mild', 'u', 'start', 'missing', 'the', 'high']",2,2
"I've only been to rehab twice, but both times most of the opiate users were all younger.  I was in my mid-30's and there were a couple other opiate addicts my age, but the vast majority were 18-25.  The women older than me were all there for alcohol.",have only been to rehab twice but both times most of the opiate users were all younger was in mid30 is and there were a couple other opiate addicts age but the vast majority were 1825 the women older than were all there for alcohol,"['have', 'only', 'been', 'to', 'rehab', 'twice', 'but', 'both', 'times', 'most', 'of', 'the', 'opiate', 'users', 'were', 'all', 'younger', 'was', 'in', 'mid30', 'is', 'and', 'there', 'were', 'a', 'couple', 'other', 'opiate', 'addicts', 'age', 'but', 'the', 'vast', 'majority', 'were', '1825', 'the', 'women', 'older', 'than', 'were', 'all', 'there', 'for', 'alcohol']",1,1
"It was going to happen sooner or later.  I believe things happen for a reason (not God; I'm an atheist).  I also don't believe in free will, at least not in any significant decisions -- getting addicted to opiates was always going to be part of my neurological profile.

For these reasons, it's unfortunate, but I'm not sure if I would use the word ""regret"".",was going to happen sooner or later believe things happen for a reason not god am an atheist also do not believe in free will at least not in any significant decisions getting addicted to opiates was always going to be part of neurological profile for reasons is unfortunate but am not sure if would use the word regret,"['was', 'going', 'to', 'happen', 'sooner', 'or', 'later', 'believe', 'things', 'happen', 'for', 'a', 'reason', 'not', 'god', 'am', 'an', 'atheist', 'also', 'do', 'not', 'believe', 'in', 'free', 'will', 'at', 'least', 'not', 'in', 'any', 'significant', 'decisions', 'getting', 'addicted', 'to', 'opiates', 'was', 'always', 'going', 'to', 'be', 'part', 'of', 'neurological', 'profile', 'for', 'reasons', 'is', 'unfortunate', 'but', 'am', 'not', 'sure', 'if', 'would', 'use', 'the', 'word', 'regret']",1,1
"I'm not addicted to LSD just benzos, opioid pain killers, sleeping pills, weed and alcohol, ok?",am not addicted to lsd just benzos opioid pain killers sleeping pills weed and alcohol ok,"['am', 'not', 'addicted', 'to', 'lsd', 'just', 'benzos', 'opioid', 'pain', 'killers', 'sleeping', 'pills', 'weed', 'and', 'alcohol', 'ok']",2,2
"I've been on and off it for a couple months now, first for benzo withdrawal back in September, then off for a couple months until this past month where Ive been using it quite heavily for 3 weeks. I've gone through a couple refills",have been on and off for a couple months now first for benzo withdrawal back in september then off for a couple months until past month where ive been using quite heavily for 3 weeks have gone through a couple refills,"['have', 'been', 'on', 'and', 'off', 'for', 'a', 'couple', 'months', 'now', 'first', 'for', 'benzo', 'withdrawal', 'back', 'in', 'september', 'then', 'off', 'for', 'a', 'couple', 'months', 'until', 'past', 'month', 'where', 'ive', 'been', 'using', 'quite', 'heavily', 'for', '3', 'weeks', 'have', 'gone', 'through', 'a', 'couple', 'refills']",1,1
"Even while I'm going through opioid withdrawal and wake up with bed head, I'm still beautiful britches! 🤒🤧 https://t.co/CRFhuSAUPE",even while am going through opioid withdrawal and wake up with bed head am still beautiful britches,"['even', 'while', 'am', 'going', 'through', 'opioid', 'withdrawal', 'and', 'wake', 'up', 'with', 'bed', 'head', 'am', 'still', 'beautiful', 'britches']",2,2
"I actually have a lot of appetite, a lot more than usual, I eat the same food just as usual but yeah I drank milk this morning and it triggered another diarrhea lol shouldn't have.",actually have a lot of appetite a lot more than usual eat the same food just as usual but yeah drank milk morning and triggered another diarrhea lol should not have,"['actually', 'have', 'a', 'lot', 'of', 'appetite', 'a', 'lot', 'more', 'than', 'usual', 'eat', 'the', 'same', 'food', 'just', 'as', 'usual', 'but', 'yeah', 'drank', 'milk', 'morning', 'and', 'triggered', 'another', 'diarrhea', 'lol', 'should', 'not', 'have']",2,2
"i miss the era of me being severely addicted to cocaine for 3 months, almost dying and no one noticing",miss the era of being severely addicted to cocaine for 3 months almost dying and no one noticing,"['miss', 'the', 'era', 'of', 'being', 'severely', 'addicted', 'to', 'cocaine', 'for', '3', 'months', 'almost', 'dying', 'and', 'no', 'one', 'noticing']",1,1
"I love getting fucked up too , but I also enjoy having money, and a future . I guess you need to find a reason to be sober ? I don’t know if that helps . Remember you can always smoke weed and get through the urges .",love getting fucked up too but also enjoy having money and a future guess need to find a reason to be sober dont know if helps remember can always smoke weed and get through the urges,"['love', 'getting', 'fucked', 'up', 'too', 'but', 'also', 'enjoy', 'having', 'money', 'and', 'a', 'future', 'guess', 'need', 'to', 'find', 'a', 'reason', 'to', 'be', 'sober', 'dont', 'know', 'if', 'helps', 'remember', 'can', 'always', 'smoke', 'weed', 'and', 'get', 'through', 'the', 'urges']",0,0
do you think itll improve at 60 days. Im almost there I just need something to look foward to im so close to relapsing every night.,do think itll improve at 60 days im almost there just need something to look foward to im so close to relapsing every night,"['do', 'think', 'itll', 'improve', 'at', '60', 'days', 'im', 'almost', 'there', 'just', 'need', 'something', 'to', 'look', 'foward', 'to', 'im', 'so', 'close', 'to', 'relapsing', 'every', 'night']",0,0
"At this point I can take 8 30s at once (240mg) and not get any pupil constriction or anything. Shit blows. Although, I blew my tolerance up with Tianeptine. Stay away from that shit.",at point can take 8 30s at once 240mg and not get any pupil constriction or anything shit blows although blew tolerance up with tianeptine stay away from shit,"['at', 'point', 'can', 'take', '8', '30s', 'at', 'once', '240mg', 'and', 'not', 'get', 'any', 'pupil', 'constriction', 'or', 'anything', 'shit', 'blows', 'although', 'blew', 'tolerance', 'up', 'with', 'tianeptine', 'stay', 'away', 'from', 'shit']",2,2
Inspiring! Yeah I’m going to be using Xanax for the first night so I can really rest and let my body heal,inspiring yeah im going to be using xanax for the first night so can really rest and let body heal,"['inspiring', 'yeah', 'im', 'going', 'to', 'be', 'using', 'xanax', 'for', 'the', 'first', 'night', 'so', 'can', 'really', 'rest', 'and', 'let', 'body', 'heal']",0,0
"What do you mean ""Unfortunately"" you don't do hard drugs anymore??! Dude being clean and having a good job with some debt is way better than OD'ng without Jack shit to show for your life. Give yourself some credit (no pun intended)",do mean unfortunately do not do hard drugs anymore dude being clean and having a good job with some debt is way better than odng without jack shit to show for life give some credit no pun intended,"['do', 'mean', 'unfortunately', 'do', 'not', 'do', 'hard', 'drugs', 'anymore', 'dude', 'being', 'clean', 'and', 'having', 'a', 'good', 'job', 'with', 'some', 'debt', 'is', 'way', 'better', 'than', 'odng', 'without', 'jack', 'shit', 'to', 'show', 'for', 'life', 'give', 'some', 'credit', 'no', 'pun', 'intended']",2,2
I used to smoke and IV but I wasn't clean in a week EVER. Sometimes it's analogs.,used to smoke and iv but was not clean in a week ever sometimes is analogs,"['used', 'to', 'smoke', 'and', 'iv', 'but', 'was', 'not', 'clean', 'in', 'a', 'week', 'ever', 'sometimes', 'is', 'analogs']",1,1
"11 years. I was BAD BAD BAD addicted. I’ve posted this before, but here is me on day 1 of detox vs me a month ago: https://imgur.com/a/CN2XrAJ

If that walking zombie can beat it, you can too",11 years was bad bad bad addicted ive posted before but here is on day 1 of detox vs a month ago if walking zombie can beat can too,"['11', 'years', 'was', 'bad', 'bad', 'bad', 'addicted', 'ive', 'posted', 'before', 'but', 'here', 'is', 'on', 'day', '1', 'of', 'detox', 'vs', 'a', 'month', 'ago', 'if', 'walking', 'zombie', 'can', 'beat', 'can', 'too']",1,1
"If was for 6 years, I loved Heroin and I started back a bit back when my mother got Cancer",if was for 6 years loved heroin and started back a bit back when mother got cancer,"['if', 'was', 'for', '6', 'years', 'loved', 'heroin', 'and', 'started', 'back', 'a', 'bit', 'back', 'when', 'mother', 'got', 'cancer']",1,1
"if you don’t metabolize it well, trams are ass. trams are 1/10 oral morphine, so if you didn’t get that high off 200mg LAST NIGHT, you probably won’t have much luck w 300mg.",if dont metabolize well trams are ass trams are 110 oral morphine so if didnt get high off 200mg last night probably wont have much luck w 300mg,"['if', 'dont', 'metabolize', 'well', 'trams', 'are', 'ass', 'trams', 'are', '110', 'oral', 'morphine', 'so', 'if', 'didnt', 'get', 'high', 'off', '200mg', 'last', 'night', 'probably', 'wont', 'have', 'much', 'luck', 'w', '300mg']",2,2
God I want it so bad. I’m only getting high to not be sick. It’s no way to live.,god want so bad im only getting high to not be sick no way to live,"['god', 'want', 'so', 'bad', 'im', 'only', 'getting', 'high', 'to', 'not', 'be', 'sick', 'no', 'way', 'to', 'live']",0,0
I could smoke a whole pack when I was high.  I can barely get through a cigarette when I'm sober.  it's like the gritty feeling in your throat feels good when you're high but is just suffocating otherwise.,could smoke a whole pack when was high can barely get through a cigarette when am sober is like the gritty feeling in throat feels good when are high but is just suffocating otherwise,"['could', 'smoke', 'a', 'whole', 'pack', 'when', 'was', 'high', 'can', 'barely', 'get', 'through', 'a', 'cigarette', 'when', 'am', 'sober', 'is', 'like', 'the', 'gritty', 'feeling', 'in', 'throat', 'feels', 'good', 'when', 'are', 'high', 'but', 'is', 'just', 'suffocating', 'otherwise']",1,1
I have methadone though so I’m pretty numb 24/7 regardless.,have methadone though so im pretty numb 247 regardless,"['have', 'methadone', 'though', 'so', 'im', 'pretty', 'numb', '247', 'regardless']",2,2
"Keep it up brother. Just think of the hell those pills have caused you, and how amazing your life will be once this part is behind you!",keep up brother just think of the hell pills have caused and how amazing life will be once part is behind,"['keep', 'up', 'brother', 'just', 'think', 'of', 'the', 'hell', 'pills', 'have', 'caused', 'and', 'how', 'amazing', 'life', 'will', 'be', 'once', 'part', 'is', 'behind']",0,0
" wait 36-48 hours if not more! I thought I was fine after a day and a half, I was a heavy fent user like you, took my sub and got the WORST precipitated withdrawals of my life death was preferable! I felt I was gonna seize out just please wait it out 😔",wait 3648 hours if not more thought was fine after a day and a half was a heavy fent user like took sub and got the worst precipitated withdrawals of life death was preferable felt was going to seize out just please wait out,"['wait', '3648', 'hours', 'if', 'not', 'more', 'thought', 'was', 'fine', 'after', 'a', 'day', 'and', 'a', 'half', 'was', 'a', 'heavy', 'fent', 'user', 'like', 'took', 'sub', 'and', 'got', 'the', 'worst', 'precipitated', 'withdrawals', 'of', 'life', 'death', 'was', 'preferable', 'felt', 'was', 'going', 'to', 'seize', 'out', 'just', 'please', 'wait', 'out']",1,1
"I got addicted to my fitness, health, and nutrition after pills. In a good way lol. I think a lot of people overlook how much their own confidence plays into their happiness. Building that confidence whether its the gym, a book, a healthy meal, has been a difference maker imo.",got addicted to fitness health and nutrition after pills in a good way lol think a lot of people overlook how much own confidence plays into happiness building confidence whether the gym a book a healthy meal has been a difference maker imo,"['got', 'addicted', 'to', 'fitness', 'health', 'and', 'nutrition', 'after', 'pills', 'in', 'a', 'good', 'way', 'lol', 'think', 'a', 'lot', 'of', 'people', 'overlook', 'how', 'much', 'own', 'confidence', 'plays', 'into', 'happiness', 'building', 'confidence', 'whether', 'the', 'gym', 'a', 'book', 'a', 'healthy', 'meal', 'has', 'been', 'a', 'difference', 'maker', 'imo']",2,2
That said I was a lazy self loathing piece of shit and I just started exercising around day 21 and these last few days going on long long walk/jogs that are helping  more then I can describe. I should have started earlier to tell you the truth.,said was a lazy self loathing piece of shit and just started exercising around day 21 and last few days going on long long walkjogs are helping more then can describe should have started earlier to tell the truth,"['said', 'was', 'a', 'lazy', 'self', 'loathing', 'piece', 'of', 'shit', 'and', 'just', 'started', 'exercising', 'around', 'day', '21', 'and', 'last', 'few', 'days', 'going', 'on', 'long', 'long', 'walkjogs', 'are', 'helping', 'more', 'then', 'can', 'describe', 'should', 'have', 'started', 'earlier', 'to', 'tell', 'the', 'truth']",1,1
Unfortunately I think you need to be actually tripping for your pupils to dilate.,unfortunately think need to be actually tripping for pupils to dilate,"['unfortunately', 'think', 'need', 'to', 'be', 'actually', 'tripping', 'for', 'pupils', 'to', 'dilate']",2,2
that is amazing. i can’t even tell my real sister because she’s very judgmental about opiates. i don’t blame her. her close friend od’d and died in her bathroom. it’s just a burden i can’t put on her. but i have a close friend who understands,is amazing cant even tell real sister because shes very judgmental about opiates dont blame close friend odd and died in bathroom just a burden cant put on but have a close friend understands,"['is', 'amazing', 'cant', 'even', 'tell', 'real', 'sister', 'because', 'shes', 'very', 'judgmental', 'about', 'opiates', 'dont', 'blame', 'close', 'friend', 'odd', 'and', 'died', 'in', 'bathroom', 'just', 'a', 'burden', 'cant', 'put', 'on', 'but', 'have', 'a', 'close', 'friend', 'understands']",2,2
I feel ya. The good news is that doing healthy stuff when you're sober (after you get through acute withdrawals) is actually fun again. And living your BEST life is totally worth the pain / work. You got this! Keep posting here and be honest with yourself!,feel ya the good news is doing healthy stuff when are sober after get through acute withdrawals is actually fun again and living best life is totally worth the pain work got keep posting here and be honest with,"['feel', 'ya', 'the', 'good', 'news', 'is', 'doing', 'healthy', 'stuff', 'when', 'are', 'sober', 'after', 'get', 'through', 'acute', 'withdrawals', 'is', 'actually', 'fun', 'again', 'and', 'living', 'best', 'life', 'is', 'totally', 'worth', 'the', 'pain', 'work', 'got', 'keep', 'posting', 'here', 'and', 'be', 'honest', 'with']",0,0
"I had a decent experience with 12 step recovery, I know some people don't like 12 step but it really helped shift my perspective on things.",had a decent experience with 12 step recovery know some people do not like 12 step but really helped shift perspective on things,"['had', 'a', 'decent', 'experience', 'with', '12', 'step', 'recovery', 'know', 'some', 'people', 'do', 'not', 'like', '12', 'step', 'but', 'really', 'helped', 'shift', 'perspective', 'on', 'things']",1,1
"I had the same thing once in the states, a looong time ago. They're horribly stingy now. What'd they give out dilly syrup for?",had the same thing once in the states a looong time ago are horribly stingy now would give out dilly syrup for,"['had', 'the', 'same', 'thing', 'once', 'in', 'the', 'states', 'a', 'looong', 'time', 'ago', 'are', 'horribly', 'stingy', 'now', 'would', 'give', 'out', 'dilly', 'syrup', 'for']",1,1
I wish this were the case. I wish I had endless supplies of all the drugs. I’d like to believe if I did I’d get my full then return to a life of moderation.  But none of that is realistic for me.,wish were the case wish had endless supplies of all the drugs id like to believe if did id get full then return to a life of moderation but none of is realistic for,"['wish', 'were', 'the', 'case', 'wish', 'had', 'endless', 'supplies', 'of', 'all', 'the', 'drugs', 'id', 'like', 'to', 'believe', 'if', 'did', 'id', 'get', 'full', 'then', 'return', 'to', 'a', 'life', 'of', 'moderation', 'but', 'none', 'of', 'is', 'realistic', 'for']",1,1
"Feeling a lot better today, that other days. I was going to work on my car but it’s raining now so guess we’re stuck inside. I’m so happy I’m almost a month clean and don’t know how I want to celebrate. 29 days today and a month on Sunday!",feeling a lot better today other days was going to work on car but raining now so guess were stuck inside im so happy im almost a month clean and dont know how want to celebrate 29 days today and a month on sunday,"['feeling', 'a', 'lot', 'better', 'today', 'other', 'days', 'was', 'going', 'to', 'work', 'on', 'car', 'but', 'raining', 'now', 'so', 'guess', 'were', 'stuck', 'inside', 'im', 'so', 'happy', 'im', 'almost', 'a', 'month', 'clean', 'and', 'dont', 'know', 'how', 'want', 'to', 'celebrate', '29', 'days', 'today', 'and', 'a', 'month', 'on', 'sunday']",2,2
If he is trying to get sober(some day ) even eventually he should try to not destroy his body with alcohol the rest is fine hope all is good I’m about in the same boat but getting clean/healthy through subs after surgery,if is trying to get sobersome day even eventually should try to not destroy body with alcohol the rest is fine hope all is good im about in the same boat but getting cleanhealthy through subs after surgery,"['if', 'is', 'trying', 'to', 'get', 'sobersome', 'day', 'even', 'eventually', 'should', 'try', 'to', 'not', 'destroy', 'body', 'with', 'alcohol', 'the', 'rest', 'is', 'fine', 'hope', 'all', 'is', 'good', 'im', 'about', 'in', 'the', 'same', 'boat', 'but', 'getting', 'cleanhealthy', 'through', 'subs', 'after', 'surgery']",0,0
"You can do it. Once you do and come out of it, you'll be a stronger person for it. Ask me how I know. 

Focus on a goal for motivation. You said you're going to see your parents for the holidays. That's a huge goal to strive for. Do you want to be yourself when you see them? I suspect I know the answer. Try to block out everything else and focus on that, mind over matter.",can do once do and come out of will be a stronger person for ask how know focus on a goal for motivation said are going to see parents for the holidays is a huge goal to strive for do want to be when see suspect know the answer try to block out everything else and focus on mind over matter,"['can', 'do', 'once', 'do', 'and', 'come', 'out', 'of', 'will', 'be', 'a', 'stronger', 'person', 'for', 'ask', 'how', 'know', 'focus', 'on', 'a', 'goal', 'for', 'motivation', 'said', 'are', 'going', 'to', 'see', 'parents', 'for', 'the', 'holidays', 'is', 'a', 'huge', 'goal', 'to', 'strive', 'for', 'do', 'want', 'to', 'be', 'when', 'see', 'suspect', 'know', 'the', 'answer', 'try', 'to', 'block', 'out', 'everything', 'else', 'and', 'focus', 'on', 'mind', 'over', 'matter']",0,0
"It's hard to commit suicide. 

Massive oxycodone overdose in Cambodia is the plan.

When I'm free that is. 

😔",is hard to commit suicide massive oxycodone overdose in cambodia is the plan when am free is,"['is', 'hard', 'to', 'commit', 'suicide', 'massive', 'oxycodone', 'overdose', 'in', 'cambodia', 'is', 'the', 'plan', 'when', 'am', 'free', 'is']",0,0
U really shouldnt mix em with xans if u dont have a tolerance.,u really shouldnt mix em with xans if u dont have a tolerance,"['u', 'really', 'shouldnt', 'mix', 'em', 'with', 'xans', 'if', 'u', 'dont', 'have', 'a', 'tolerance']",2,2
I used strong edibles to quit made from indica dominant strains. I found they completely eliminated my cravings and some of the acute effects as well. I made it almost two and half years clean before having a one time slip up. I haven't touched anything since.,used strong edibles to quit made from indica dominant strains found completely eliminated cravings and some of the acute effects as well made almost two and half years clean before having a one time slip up have not touched anything since,"['used', 'strong', 'edibles', 'to', 'quit', 'made', 'from', 'indica', 'dominant', 'strains', 'found', 'completely', 'eliminated', 'cravings', 'and', 'some', 'of', 'the', 'acute', 'effects', 'as', 'well', 'made', 'almost', 'two', 'and', 'half', 'years', 'clean', 'before', 'having', 'a', 'one', 'time', 'slip', 'up', 'have', 'not', 'touched', 'anything', 'since']",1,1
I see. I just have to constantly remind myself when I’m deep in wd that things will eventually get better. It’s such a strong mind game,see just have to constantly remind when im deep in wd things will eventually get better such a strong mind game,"['see', 'just', 'have', 'to', 'constantly', 'remind', 'when', 'im', 'deep', 'in', 'wd', 'things', 'will', 'eventually', 'get', 'better', 'such', 'a', 'strong', 'mind', 'game']",0,0
"If I relapse, how do I move past it, I’m so scared.",if relapse how do move past im so scared,"['if', 'relapse', 'how', 'do', 'move', 'past', 'im', 'so', 'scared']",2,2
Stay clean if that’s too much get on methadone it changes lives really,stay clean if thats too much get on methadone changes lives really,"['stay', 'clean', 'if', 'thats', 'too', 'much', 'get', 'on', 'methadone', 'changes', 'lives', 'really']",2,2
"I think (touch wood) I am over the worst of my Antidepressant withdrawal, in fact I actually felt quite good today!",think touch wood am over the worst of antidepressant withdrawal in fact actually felt quite good today,"['think', 'touch', 'wood', 'am', 'over', 'the', 'worst', 'of', 'antidepressant', 'withdrawal', 'in', 'fact', 'actually', 'felt', 'quite', 'good', 'today']",2,2
"💜 there are no restarts, only moving forward. Shame that kept me from finding and utilizing a support system almost killed me. I can't do this alone. The absence of using isn't enough I have to learn how to create a life worth living or I will go back out.",there are no restarts only moving forward shame kept from finding and utilizing a support system almost killed can not do alone the absence of using is not enough have to learn how to create a life worth living or will go back out,"['there', 'are', 'no', 'restarts', 'only', 'moving', 'forward', 'shame', 'kept', 'from', 'finding', 'and', 'utilizing', 'a', 'support', 'system', 'almost', 'killed', 'can', 'not', 'do', 'alone', 'the', 'absence', 'of', 'using', 'is', 'not', 'enough', 'have', 'to', 'learn', 'how', 'to', 'create', 'a', 'life', 'worth', 'living', 'or', 'will', 'go', 'back', 'out']",0,0
The gabapentin withdrawal SUCKS!!! I went through it and the RLS from that is HORRID. Be careful. Then again I was taking around 17 800mg pills and quit CT. Just be careful I even heard of people saying it pro long there WD symptoms. I wouldn't take it past a week.,the gabapentin withdrawal sucks went through and the rls from is horrid be careful then again was taking around 17 800mg pills and quit ct just be careful even heard of people saying pro long there wd symptoms would not take past a week,"['the', 'gabapentin', 'withdrawal', 'sucks', 'went', 'through', 'and', 'the', 'rls', 'from', 'is', 'horrid', 'be', 'careful', 'then', 'again', 'was', 'taking', 'around', '17', '800mg', 'pills', 'and', 'quit', 'ct', 'just', 'be', 'careful', 'even', 'heard', 'of', 'people', 'saying', 'pro', 'long', 'there', 'wd', 'symptoms', 'would', 'not', 'take', 'past', 'a', 'week']",1,1
"I had to take a bunch of antibiotics and still had issues 6 months later and doc prescribed over the counter probiotics Florestar(or something like that) white box blue writing. It was gone within a week, you and Op should really try them",had to take a bunch of antibiotics and still had issues 6 months later and doc prescribed over the counter probiotics florestaror something like white box blue writing was gone within a week and op should really try,"['had', 'to', 'take', 'a', 'bunch', 'of', 'antibiotics', 'and', 'still', 'had', 'issues', '6', 'months', 'later', 'and', 'doc', 'prescribed', 'over', 'the', 'counter', 'probiotics', 'florestaror', 'something', 'like', 'white', 'box', 'blue', 'writing', 'was', 'gone', 'within', 'a', 'week', 'and', 'op', 'should', 'really', 'try']",1,1
Rehab isn't possible right now. I'm doing good right now. I have very strong support network and regular addiction counselling,rehab is not possible right now am doing good right now have very strong support network and regular addiction counselling,"['rehab', 'is', 'not', 'possible', 'right', 'now', 'am', 'doing', 'good', 'right', 'now', 'have', 'very', 'strong', 'support', 'network', 'and', 'regular', 'addiction', 'counselling']",2,2
I’m on day 7 tram wds. I had a few drinks last night. Tbh it found didn’t have much of an affect. I don’t know if it’s because I feel so wired and restless without the pills? I don’t feel so great today tho,im on day 7 tram wds had a few drinks last night tbh found didnt have much of an affect dont know if because feel so wired and restless without the pills dont feel so great today tho,"['im', 'on', 'day', '7', 'tram', 'wds', 'had', 'a', 'few', 'drinks', 'last', 'night', 'tbh', 'found', 'didnt', 'have', 'much', 'of', 'an', 'affect', 'dont', 'know', 'if', 'because', 'feel', 'so', 'wired', 'and', 'restless', 'without', 'the', 'pills', 'dont', 'feel', 'so', 'great', 'today', 'tho']",2,2
I think I might stay on the Neuro Regen for a bit though. It could help repair your brain and hopefully some neuroelasticity when trying to get back to a health life style for my mind (which for me is being active and working out).,think might stay on the neuro regen for a bit though could help repair brain and hopefully some neuroelasticity when trying to get back to a health life style for mind for is being active and working out,"['think', 'might', 'stay', 'on', 'the', 'neuro', 'regen', 'for', 'a', 'bit', 'though', 'could', 'help', 'repair', 'brain', 'and', 'hopefully', 'some', 'neuroelasticity', 'when', 'trying', 'to', 'get', 'back', 'to', 'a', 'health', 'life', 'style', 'for', 'mind', 'for', 'is', 'being', 'active', 'and', 'working', 'out']",0,0
"I had this done in 98. It took a year to recouped. I was on 110mg methadone.  I had the naltrexone implant. 

Does your area have Crocodile issues ? The drug...",had done in 98 took a year to recouped was on 110mg methadone had the naltrexone implant does area have crocodile issues the drug,"['had', 'done', 'in', '98', 'took', 'a', 'year', 'to', 'recouped', 'was', 'on', '110mg', 'methadone', 'had', 'the', 'naltrexone', 'implant', 'does', 'area', 'have', 'crocodile', 'issues', 'the', 'drug']",1,1
"Thanks. Will definitely go and buy all of that! 
I can deal with the mental side effects, it’s the physical ones I guess I was more concerned with. Thank you thank you",thanks will definitely go and buy all of can deal with the mental side effects the physical ones guess was more concerned with thank thank,"['thanks', 'will', 'definitely', 'go', 'and', 'buy', 'all', 'of', 'can', 'deal', 'with', 'the', 'mental', 'side', 'effects', 'the', 'physical', 'ones', 'guess', 'was', 'more', 'concerned', 'with', 'thank', 'thank']",0,0
So much better now thank you! Feeling nearly normal. Still get a bit achey and can’t stop eating. Tomorrow morning will be one week clean again! I’m going to start working on my plan to avoid taking them ever again xxx,so much better now thank feeling nearly normal still get a bit achey and cant stop eating tomorrow morning will be one week clean again im going to start working on plan to avoid taking ever again xxx,"['so', 'much', 'better', 'now', 'thank', 'feeling', 'nearly', 'normal', 'still', 'get', 'a', 'bit', 'achey', 'and', 'cant', 'stop', 'eating', 'tomorrow', 'morning', 'will', 'be', 'one', 'week', 'clean', 'again', 'im', 'going', 'to', 'start', 'working', 'on', 'plan', 'to', 'avoid', 'taking', 'ever', 'again', 'xxx']",0,0
"I wouldn’t go past 2 weeks of use, make sure to take little breaks, or you risk withdrawal",wouldnt go past 2 weeks of use make sure to take little breaks or risk withdrawal,"['wouldnt', 'go', 'past', '2', 'weeks', 'of', 'use', 'make', 'sure', 'to', 'take', 'little', 'breaks', 'or', 'risk', 'withdrawal']",2,2
